algorithm_id,instance_name,instance_type,runs,successful_runs,feasible_runs,feasible_rate,suite_names,depot_count,customer_count,salesman_count,return_to_depot,best_objective,mean_objective,median_objective,min_gap_to_best_observed,mean_gap_to_best_observed,median_gap_to_best_observed,min_time_ratio_to_fastest,mean_time_ratio_to_fastest,median_time_ratio_to_fastest,min_time_gap_to_fastest,mean_time_gap_to_fastest,median_time_gap_to_fastest,total_wall_time_s,mean_wall_time_ms,median_wall_time_ms,p90_wall_time_ms,median_wall_time_per_customer_us
cheapest_insertion_vnd,g03t_i01_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,16862.907539466527,16862.907539466527,16862.907539466527,0.18590948271502103,0.18590948271502103,0.18590948271502103,19946.478748997593,19946.478748997593,19946.478748997593,19945.478748997593,19945.478748997593,19945.478748997593,24.873258999999997,24873.259,24873.259,24873.259,33164.34533333333
nearest_neighbour,g03t_i01_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,18625.210184584805,18625.210184584805,18625.210184584805,0.3098460822230349,0.3098460822230349,0.3098460822230349,1.0,1.0,1.0,0.0,0.0,0.0,0.001247,1.247,1.247,1.247,1.6626666666666667
nearest_neighbour_2opt,g03t_i01_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,18256.726875093562,18256.726875093562,18256.726875093562,0.28393193604598105,0.28393193604598105,0.28393193604598105,1.376102646351243,1.376102646351243,1.376102646351243,0.37610264635124296,0.37610264635124296,0.37610264635124296,0.001716,1.716,1.716,1.716,2.288
nearest_neighbour_2opt_v2,g03t_i01_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,17752.234699097156,17752.234699097156,17752.234699097156,0.2484527605793877,0.2484527605793877,0.2484527605793877,1.499599037690457,1.499599037690457,1.499599037690457,0.4995990376904571,0.4995990376904571,0.4995990376904571,0.0018700000000000001,1.87,1.87,1.87,2.493333333333333
random_insertion,g03t_i01_c750_d4_m5_trap,random,1,1,1,1.0,research_group_03_traps,4,750,5,True,14219.388397890696,14219.388397890696,14219.388397890696,0.0,0.0,0.0,2.8323977546110664,2.8323977546110664,2.8323977546110664,1.8323977546110666,1.8323977546110666,1.8323977546110666,0.003532,3.532,3.532,3.532,4.709333333333333
cheapest_insertion,g03t_i02_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,16450.043896339663,16450.043896339663,16450.043896339663,0.20644490558230383,0.20644490558230383,0.20644490558230383,35.48381601362862,35.48381601362862,35.48381601362862,34.48381601362862,34.48381601362862,34.48381601362862,0.041658,41.658,41.658,41.658,55.544
cheapest_insertion_2opt,g03t_i02_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,16251.353099194159,16251.353099194159,16251.353099194159,0.1918729383880024,0.1918729383880024,0.1918729383880024,36.385860306643956,36.385860306643956,36.385860306643956,35.385860306643956,35.385860306643956,35.385860306643956,0.042717,42.717,42.717,42.717,56.956
cheapest_insertion_tabu,g03t_i02_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,15930.233315493586,15930.233315493586,15930.233315493586,0.16832203909748733,0.16832203909748733,0.16832203909748733,37.22316865417376,37.22316865417376,37.22316865417376,36.22316865417376,36.22316865417376,36.22316865417376,0.0437,43.7,43.7,43.7,58.266666666666666
cheapest_insertion_vnd,g03t_i02_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,15130.823671385973,15130.823671385973,15130.823671385973,0.10969339964312134,0.10969339964312134,0.10969339964312134,20594.918228279388,20594.918228279388,20594.918228279388,20593.918228279388,20593.918228279388,20593.918228279388,24.178434000000003,24178.434,24178.434,24178.434,32237.912
nearest_neighbour,g03t_i02_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,16489.716190579682,16489.716190579682,16489.716190579682,0.20935446847345718,0.20935446847345718,0.20935446847345718,1.0,1.0,1.0,0.0,0.0,0.0,0.001174,1.174,1.174,1.174,1.5653333333333332
nearest_neighbour_2opt,g03t_i02_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,16182.73553767566,16182.73553767566,16182.73553767566,0.18684053190634595,0.18684053190634595,0.18684053190634595,1.575809199318569,1.575809199318569,1.575809199318569,0.575809199318569,0.575809199318569,0.575809199318569,0.00185,1.85,1.85,1.85,2.466666666666667
nearest_neighbour_2opt_v2,g03t_i02_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,15490.486473699175,15490.486473699175,15490.486473699175,0.13607104084046603,0.13607104084046603,0.13607104084046603,1.5724020442930153,1.5724020442930153,1.5724020442930153,0.5724020442930153,0.5724020442930153,0.5724020442930153,0.001846,1.846,1.846,1.846,2.461333333333333
random_insertion,g03t_i02_c750_d3_m4_trap,random,1,1,1,1.0,research_group_03_traps,3,750,4,True,13635.138927790382,13635.138927790382,13635.138927790382,0.0,0.0,0.0,2.684838160136286,2.684838160136286,2.684838160136286,1.6848381601362863,1.6848381601362863,1.6848381601362863,0.0031520000000000003,3.152,3.152,3.152,4.2026666666666666
cheapest_insertion,g03t_i03_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,19339.0520393739,19339.0520393739,19339.0520393739,0.43370657598998974,0.43370657598998974,0.43370657598998974,16.428047662694777,16.428047662694777,16.428047662694777,15.428047662694775,15.428047662694775,15.428047662694775,0.017922999999999998,17.923,17.923,17.923,23.897333333333332
cheapest_insertion_2opt,g03t_i03_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,19227.62153317275,19227.62153317275,19227.62153317275,0.4254456411116299,0.4254456411116299,0.4254456411116299,15.119156736938589,15.119156736938589,15.119156736938589,14.119156736938589,14.119156736938589,14.119156736938589,0.016495000000000003,16.495,16.495,16.495,21.993333333333332
cheapest_insertion_tabu,g03t_i03_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,18660.575005084676,18660.575005084676,18660.575005084676,0.38340747220050864,0.38340747220050864,0.38340747220050864,15.61686526122823,15.61686526122823,15.61686526122823,14.61686526122823,14.61686526122823,14.61686526122823,0.017038,17.038,17.038,17.038,22.717333333333332
cheapest_insertion_vnd,g03t_i03_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,17703.533297500864,17703.533297500864,17703.533297500864,0.3124568906070572,0.3124568906070572,0.3124568906070572,21387.313473877177,21387.313473877177,21387.313473877177,21386.313473877177,21386.313473877177,21386.313473877177,23.333559,23333.559,23333.559,23333.559,31111.412
nearest_neighbour,g03t_i03_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,18427.284887964845,18427.284887964845,18427.284887964845,0.3661124375552114,0.3661124375552114,0.3661124375552114,1.0,1.0,1.0,0.0,0.0,0.0,0.001091,1.091,1.091,1.091,1.4546666666666668
nearest_neighbour_2opt,g03t_i03_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,18236.90458548172,18236.90458548172,18236.90458548172,0.3519985352267363,0.3519985352267363,0.3519985352267363,1.6471127406049495,1.6471127406049495,1.6471127406049495,0.6471127406049496,0.6471127406049496,0.6471127406049496,0.001797,1.797,1.797,1.797,2.396
nearest_neighbour_2opt_v2,g03t_i03_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,18023.235917314294,18023.235917314294,18023.235917314294,0.33615814273950567,0.33615814273950567,0.33615814273950567,1.69019248395967,1.69019248395967,1.69019248395967,0.69019248395967,0.69019248395967,0.69019248395967,0.0018440000000000002,1.844,1.844,1.844,2.458666666666667
random_insertion,g03t_i03_c750_d2_m3_trap,random,1,1,1,1.0,research_group_03_traps,2,750,3,True,13488.849366558898,13488.849366558898,13488.849366558898,0.0,0.0,0.0,3.4986251145737857,3.4986251145737857,3.4986251145737857,2.4986251145737857,2.4986251145737857,2.4986251145737857,0.003817,3.817,3.817,3.817,5.089333333333333
cheapest_insertion,g03t_i04_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,17859.984061527983,17859.984061527983,17859.984061527983,0.271786345434063,0.271786345434063,0.271786345434063,8.17287488061127,8.17287488061127,8.17287488061127,7.17287488061127,7.17287488061127,7.17287488061127,0.008557,8.557,8.557,8.557,11.409333333333333
cheapest_insertion_2opt,g03t_i04_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,17745.35264727785,17745.35264727785,17745.35264727785,0.26362359081463693,0.26362359081463693,0.26362359081463693,8.879656160458453,8.879656160458453,8.879656160458453,7.8796561604584525,7.8796561604584525,7.8796561604584525,0.009297000000000001,9.297,9.297,9.297,12.396
cheapest_insertion_tabu,g03t_i04_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,17368.602770278623,17368.602770278623,17368.602770278623,0.2367957197728199,0.2367957197728199,0.2367957197728199,9.453677172874881,9.453677172874881,9.453677172874881,8.453677172874881,8.453677172874881,8.453677172874881,0.009898,9.898,9.898,9.898,13.197333333333333
cheapest_insertion_vnd,g03t_i04_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,16613.850848657454,16613.850848657454,16613.850848657454,0.18305081245369198,0.18305081245369198,0.18305081245369198,23651.85864374403,23651.85864374403,23651.85864374403,23650.85864374403,23650.85864374403,23650.85864374403,24.763496,24763.496,24763.496,24763.496,33017.994666666666
nearest_neighbour,g03t_i04_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,18249.83889670404,18249.83889670404,18249.83889670404,0.2995474035834027,0.2995474035834027,0.2995474035834027,1.0,1.0,1.0,0.0,0.0,0.0,0.001047,1.047,1.047,1.047,1.396
nearest_neighbour_2opt,g03t_i04_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,17887.88683884003,17887.88683884003,17887.88683884003,0.2737732660865618,0.2737732660865618,0.2737732660865618,1.6580706781279848,1.6580706781279848,1.6580706781279848,0.6580706781279847,0.6580706781279847,0.6580706781279847,0.001736,1.736,1.736,1.736,2.3146666666666667
nearest_neighbour_2opt_v2,g03t_i04_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,17443.05895779233,17443.05895779233,17443.05895779233,0.24209764850281176,0.24209764850281176,0.24209764850281176,1.734479465138491,1.734479465138491,1.734479465138491,0.7344794651384909,0.7344794651384909,0.7344794651384909,0.0018160000000000001,1.816,1.816,1.816,2.421333333333333
random_insertion,g03t_i04_c750_d4_m5_trap,random,1,1,1,1.0,research_group_03_traps,4,750,5,True,14043.226777554635,14043.226777554635,14043.226777554635,0.0,0.0,0.0,3.8319006685768864,3.8319006685768864,3.8319006685768864,2.8319006685768864,2.8319006685768864,2.8319006685768864,0.004012,4.012,4.012,4.012,5.349333333333333
cheapest_insertion,g03t_i05_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,15836.587810072057,15836.587810072057,15836.587810072057,0.2047115290518824,0.2047115290518824,0.2047115290518824,32.52076124567474,32.52076124567474,32.52076124567474,31.52076124567474,31.52076124567474,31.52076124567474,0.037594,37.594,37.594,37.594,50.12533333333333
cheapest_insertion_2opt,g03t_i05_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,15796.158828949041,15796.158828949041,15796.158828949041,0.20163603954297812,0.20163603954297812,0.20163603954297812,32.97404844290657,32.97404844290657,32.97404844290657,31.974048442906575,31.974048442906575,31.974048442906575,0.038118,38.118,38.118,38.118,50.824
cheapest_insertion_tabu,g03t_i05_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,15602.862826730947,15602.862826730947,15602.862826730947,0.18693174053712325,0.18693174053712325,0.18693174053712325,33.838235294117645,33.838235294117645,33.838235294117645,32.838235294117645,32.838235294117645,32.838235294117645,0.039117,39.117,39.117,39.117,52.156
cheapest_insertion_vnd,g03t_i05_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,15278.585804319047,15278.585804319047,15278.585804319047,0.16226353093342494,0.16226353093342494,0.16226353093342494,20667.087370242214,20667.087370242214,20667.087370242214,20666.087370242214,20666.087370242214,20666.087370242214,23.891153,23891.153,23891.153,23891.153,31854.870666666666
nearest_neighbour,g03t_i05_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,16800.305490921128,16800.305490921128,16800.305490921128,0.27802288973095635,0.27802288973095635,0.27802288973095635,1.0,1.0,1.0,0.0,0.0,0.0,0.001156,1.156,1.156,1.156,1.5413333333333334
nearest_neighbour_2opt,g03t_i05_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,16607.38000018124,16607.38000018124,16607.38000018124,0.26334677605484524,0.26334677605484524,0.26334677605484524,1.6089965397923875,1.6089965397923875,1.6089965397923875,0.6089965397923875,0.6089965397923875,0.6089965397923875,0.00186,1.86,1.86,1.86,2.48
nearest_neighbour_2opt_v2,g03t_i05_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,16030.202672441168,16030.202672441168,16030.202672441168,0.21944008419830827,0.21944008419830827,0.21944008419830827,1.777681660899654,1.777681660899654,1.777681660899654,0.777681660899654,0.777681660899654,0.777681660899654,0.002055,2.055,2.055,2.055,2.74
random_insertion,g03t_i05_c750_d3_m4_trap,random,1,1,1,1.0,research_group_03_traps,3,750,4,True,13145.543499974287,13145.543499974287,13145.543499974287,0.0,0.0,0.0,2.1833910034602075,2.1833910034602075,2.1833910034602075,1.1833910034602075,1.1833910034602075,1.1833910034602075,0.002524,2.524,2.524,2.524,3.3653333333333335
cheapest_insertion,g03t_i06_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,19848.098590057325,19848.098590057325,19848.098590057325,0.511821877036987,0.511821877036987,0.511821877036987,14.695028680688337,14.695028680688337,14.695028680688337,13.695028680688337,13.695028680688337,13.695028680688337,0.015371000000000001,15.371,15.371,15.371,20.494666666666667
cheapest_insertion_2opt,g03t_i06_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,19590.082849662547,19590.082849662547,19590.082849662547,0.4921689193907506,0.4921689193907506,0.4921689193907506,15.445506692160611,15.445506692160611,15.445506692160611,14.445506692160611,14.445506692160611,14.445506692160611,0.016156,16.156,16.156,16.156,21.541333333333334
cheapest_insertion_tabu,g03t_i06_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,19019.62485218988,19019.62485218988,19019.62485218988,0.4487173576909356,0.4487173576909356,0.4487173576909356,16.15391969407266,16.15391969407266,16.15391969407266,15.153919694072657,15.153919694072657,15.153919694072657,0.016897,16.897,16.897,16.897,22.529333333333334
cheapest_insertion_vnd,g03t_i06_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,17991.11635492512,17991.11635492512,17991.11635492512,0.3703762692572949,0.3703762692572949,0.3703762692572949,22315.765774378586,22315.765774378586,22315.765774378586,22314.765774378586,22314.765774378586,22314.765774378586,23.342291,23342.291,23342.291,23342.291,31123.054666666667
nearest_neighbour,g03t_i06_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,20578.61357554218,20578.61357554218,20578.61357554218,0.5674649166736703,0.5674649166736703,0.5674649166736703,1.0,1.0,1.0,0.0,0.0,0.0,0.001046,1.046,1.046,1.046,1.3946666666666667
nearest_neighbour_2opt,g03t_i06_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,20336.94315990216,20336.94315990216,20336.94315990216,0.5490569759966613,0.5490569759966613,0.5490569759966613,1.5994263862332696,1.5994263862332696,1.5994263862332696,0.5994263862332696,0.5994263862332696,0.5994263862332696,0.001673,1.673,1.673,1.673,2.2306666666666666
nearest_neighbour_2opt_v2,g03t_i06_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,20027.75544381456,20027.75544381456,20027.75544381456,0.5255062690525467,0.5255062690525467,0.5255062690525467,1.7160611854684513,1.7160611854684513,1.7160611854684513,0.7160611854684512,0.7160611854684512,0.7160611854684512,0.001795,1.795,1.795,1.795,2.3933333333333335
random_insertion,g03t_i06_c750_d2_m3_trap,random,1,1,1,1.0,research_group_03_traps,2,750,3,True,13128.595961951236,13128.595961951236,13128.595961951236,0.0,0.0,0.0,2.1625239005736137,2.1625239005736137,2.1625239005736137,1.1625239005736139,1.1625239005736139,1.1625239005736139,0.002262,2.262,2.262,2.262,3.016
cheapest_insertion,g03t_i07_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,18649.744068011707,18649.744068011707,18649.744068011707,0.3463530234302447,0.3463530234302447,0.3463530234302447,8.572271386430678,8.572271386430678,8.572271386430678,7.572271386430678,7.572271386430678,7.572271386430678,0.008718,8.718,8.718,8.718,11.624
cheapest_insertion_2opt,g03t_i07_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,18516.795127389792,18516.795127389792,18516.795127389792,0.3367552398083676,0.3367552398083676,0.3367552398083676,9.382497541789578,9.382497541789578,9.382497541789578,8.382497541789578,8.382497541789578,8.382497541789578,0.009542,9.542,9.542,9.542,12.722666666666667
cheapest_insertion_tabu,g03t_i07_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,18029.904574429187,18029.904574429187,18029.904574429187,0.30160587981352976,0.30160587981352976,0.30160587981352976,10.123893805309734,10.123893805309734,10.123893805309734,9.123893805309734,9.123893805309734,9.123893805309734,0.010296,10.296,10.296,10.296,13.728
cheapest_insertion_vnd,g03t_i07_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,17361.968509691193,17361.968509691193,17361.968509691193,0.2533865725169459,0.2533865725169459,0.2533865725169459,24630.97640117994,24630.97640117994,24630.97640117994,24629.97640117994,24629.97640117994,24629.97640117994,25.049703,25049.703,25049.703,25049.703,33399.604
nearest_neighbour,g03t_i07_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,19030.74250805998,19030.74250805998,19030.74250805998,0.3738578728164103,0.3738578728164103,0.3738578728164103,1.0,1.0,1.0,0.0,0.0,0.0,0.001017,1.017,1.017,1.017,1.356
nearest_neighbour_2opt,g03t_i07_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,18640.347067361272,18640.347067361272,18640.347067361272,0.34567463984542174,0.34567463984542174,0.34567463984542174,1.6774827925270404,1.6774827925270404,1.6774827925270404,0.6774827925270404,0.6774827925270404,0.6774827925270404,0.001706,1.706,1.706,1.706,2.2746666666666666
nearest_neighbour_2opt_v2,g03t_i07_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,18075.663925117635,18075.663925117635,18075.663925117635,0.30490931603897736,0.30490931603897736,0.30490931603897736,1.711897738446411,1.711897738446411,1.711897738446411,0.711897738446411,0.711897738446411,0.711897738446411,0.0017410000000000001,1.741,1.741,1.741,2.3213333333333335
random_insertion,g03t_i07_c750_d4_m5_trap,random,1,1,1,1.0,research_group_03_traps,4,750,5,True,13852.046041012185,13852.046041012185,13852.046041012185,0.0,0.0,0.0,2.1376597836774827,2.1376597836774827,2.1376597836774827,1.1376597836774829,1.1376597836774829,1.1376597836774829,0.0021739999999999997,2.174,2.174,2.174,2.8986666666666667
cheapest_insertion,g03t_i08_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,19709.433451318415,19709.433451318415,19709.433451318415,0.1793700548490024,0.1793700548490024,0.1793700548490024,12.833564493758669,12.833564493758669,12.833564493758669,11.833564493758669,11.833564493758669,11.833564493758669,0.018506,18.506,18.506,18.506,24.674666666666667
cheapest_insertion_2opt,g03t_i08_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,19443.70010282755,19443.70010282755,19443.70010282755,0.16346914351337422,0.16346914351337422,0.16346914351337422,13.268377253814148,13.268377253814148,13.268377253814148,12.268377253814148,12.268377253814148,12.268377253814148,0.019133,19.133,19.133,19.133,25.510666666666665
cheapest_insertion_tabu,g03t_i08_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,18913.477733778473,18913.477733778473,18913.477733778473,0.13174177874603482,0.13174177874603482,0.13174177874603482,13.680998613037447,13.680998613037447,13.680998613037447,12.680998613037447,12.680998613037447,12.680998613037447,0.019728000000000002,19.728,19.728,19.728,26.304
cheapest_insertion_vnd,g03t_i08_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,18126.584035396245,18126.584035396245,18126.584035396245,0.08465575435504435,0.08465575435504435,0.08465575435504435,17180.441054091538,17180.441054091538,17180.441054091538,17179.441054091538,17179.441054091538,17179.441054091538,24.774196,24774.196,24774.196,24774.196,33032.261333333336
nearest_neighbour,g03t_i08_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,21923.494568808586,21923.494568808586,21923.494568808586,0.31185470429481166,0.31185470429481166,0.31185470429481166,1.0,1.0,1.0,0.0,0.0,0.0,0.001442,1.442,1.442,1.442,1.9226666666666667
nearest_neighbour_2opt,g03t_i08_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,21407.798505009807,21407.798505009807,21407.798505009807,0.28099656235227416,0.28099656235227416,0.28099656235227416,1.257975034674064,1.257975034674064,1.257975034674064,0.2579750346740638,0.2579750346740638,0.2579750346740638,0.001814,1.814,1.814,1.814,2.4186666666666667
nearest_neighbour_2opt_v2,g03t_i08_c750_d4_m5_trap,,1,1,1,1.0,research_group_03_traps,4,750,5,True,20965.946951559894,20965.946951559894,20965.946951559894,0.2545571168900565,0.2545571168900565,0.2545571168900565,1.3689320388349515,1.3689320388349515,1.3689320388349515,0.36893203883495146,0.36893203883495146,0.36893203883495146,0.001974,1.974,1.974,1.974,2.632
random_insertion,g03t_i08_c750_d4_m5_trap,random,1,1,1,1.0,research_group_03_traps,4,750,5,True,16711.831346134917,16711.831346134917,16711.831346134917,0.0,0.0,0.0,2.1692094313453536,2.1692094313453536,2.1692094313453536,1.1692094313453536,1.1692094313453536,1.1692094313453536,0.003128,3.128,3.128,3.128,4.1706666666666665
cheapest_insertion,g03t_i09_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,21792.04753637482,21792.04753637482,21792.04753637482,0.3515444363918378,0.3515444363918378,0.3515444363918378,7.437902483900644,7.437902483900644,7.437902483900644,6.437902483900644,6.437902483900644,6.437902483900644,0.008085,8.085,8.085,8.085,10.78
cheapest_insertion_2opt,g03t_i09_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,21570.171299753005,21570.171299753005,21570.171299753005,0.33778365541551025,0.33778365541551025,0.33778365541551025,8.281508739650414,8.281508739650414,8.281508739650414,7.281508739650414,7.281508739650414,7.281508739650414,0.009002000000000001,9.002,9.002,9.002,12.002666666666666
cheapest_insertion_tabu,g03t_i09_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,21188.17451350952,21188.17451350952,21188.17451350952,0.31409218584133775,0.31409218584133775,0.31409218584133775,9.21343146274149,9.21343146274149,9.21343146274149,8.21343146274149,8.21343146274149,8.21343146274149,0.010015000000000001,10.015,10.015,10.015,13.353333333333333
cheapest_insertion_vnd,g03t_i09_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,20026.080337143703,20026.080337143703,20026.080337143703,0.2420190171311041,0.2420190171311041,0.2420190171311041,22120.09475620975,22120.09475620975,22120.09475620975,22119.09475620975,22119.09475620975,22119.09475620975,24.044543,24044.543,24044.543,24044.543,32059.390666666666
nearest_neighbour,g03t_i09_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,24588.479840277512,24588.479840277512,24588.479840277512,0.5249793793808997,0.5249793793808997,0.5249793793808997,1.0,1.0,1.0,0.0,0.0,0.0,0.0010869999999999999,1.087,1.087,1.087,1.4493333333333334
nearest_neighbour_2opt,g03t_i09_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,23311.319056916436,23311.319056916436,23311.319056916436,0.44576977100205106,0.44576977100205106,0.44576977100205106,1.6136154553817847,1.6136154553817847,1.6136154553817847,0.6136154553817847,0.6136154553817847,0.6136154553817847,0.001754,1.754,1.754,1.754,2.3386666666666667
nearest_neighbour_2opt_v2,g03t_i09_c750_d3_m4_trap,,1,1,1,1.0,research_group_03_traps,3,750,4,True,22792.621508841516,22792.621508841516,22792.621508841516,0.41360010984007983,0.41360010984007983,0.41360010984007983,1.7387304507819688,1.7387304507819688,1.7387304507819688,0.7387304507819688,0.7387304507819688,0.7387304507819688,0.00189,1.89,1.89,1.89,2.52
random_insertion,g03t_i09_c750_d3_m4_trap,random,1,1,1,1.0,research_group_03_traps,3,750,4,True,16123.811359508198,16123.811359508198,16123.811359508198,0.0,0.0,0.0,2.9613615455381783,2.9613615455381783,2.9613615455381783,1.9613615455381785,1.9613615455381785,1.9613615455381785,0.003219,3.219,3.219,3.219,4.292
cheapest_insertion,g03t_i10_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,21528.648414397336,21528.648414397336,21528.648414397336,0.3212944224374047,0.3212944224374047,0.3212944224374047,17.229186155285312,17.229186155285312,17.229186155285312,16.229186155285312,16.229186155285312,16.229186155285312,0.018418,18.418,18.418,18.418,24.557333333333332
cheapest_insertion_2opt,g03t_i10_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,21362.92075076237,21362.92075076237,21362.92075076237,0.31112309010898853,0.31112309010898853,0.31112309010898853,18.01870907390084,18.01870907390084,18.01870907390084,17.01870907390084,17.01870907390084,17.01870907390084,0.019262,19.262,19.262,19.262,25.682666666666666
cheapest_insertion_tabu,g03t_i10_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,20752.32400913581,20752.32400913581,20752.32400913581,0.2736484631124284,0.2736484631124284,0.2736484631124284,18.686623012160897,18.686623012160897,18.686623012160897,17.686623012160897,17.686623012160897,17.686623012160897,0.019976,19.976,19.976,19.976,26.634666666666668
cheapest_insertion_vnd,g03t_i10_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,19872.14203454123,19872.14203454123,19872.14203454123,0.21962837270192154,0.21962837270192154,0.21962837270192154,21993.13002806361,21993.13002806361,21993.13002806361,21992.13002806361,21992.13002806361,21992.13002806361,23.510655999999997,23510.656,23510.656,23510.656,31347.541333333334
nearest_neighbour,g03t_i10_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,23867.282335008666,23867.282335008666,23867.282335008666,0.46482521433608276,0.46482521433608276,0.46482521433608276,1.0,1.0,1.0,0.0,0.0,0.0,0.0010689999999999999,1.069,1.069,1.069,1.4253333333333333
nearest_neighbour_2opt,g03t_i10_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,23184.346071610802,23184.346071610802,23184.346071610802,0.4229108378114337,0.4229108378114337,0.4229108378114337,1.7913938260056128,1.7913938260056128,1.7913938260056128,0.7913938260056127,0.7913938260056127,0.7913938260056127,0.001915,1.915,1.915,1.915,2.5533333333333332
nearest_neighbour_2opt_v2,g03t_i10_c750_d2_m3_trap,,1,1,1,1.0,research_group_03_traps,2,750,3,True,22792.010238045616,22792.010238045616,22792.010238045616,0.398831706663315,0.398831706663315,0.398831706663315,1.6725912067352666,1.6725912067352666,1.6725912067352666,0.6725912067352666,0.6725912067352666,0.6725912067352666,0.001788,1.788,1.788,1.788,2.384
