algorithm_id,instance_name,instance_type,runs,successful_runs,feasible_runs,feasible_rate,suite_names,depot_count,customer_count,salesman_count,return_to_depot,best_objective,mean_objective,median_objective,min_gap_to_best_observed,mean_gap_to_best_observed,median_gap_to_best_observed,min_time_ratio_to_fastest,mean_time_ratio_to_fastest,median_time_ratio_to_fastest,min_time_gap_to_fastest,mean_time_gap_to_fastest,median_time_gap_to_fastest,total_wall_time_s,mean_wall_time_ms,median_wall_time_ms,p90_wall_time_ms,median_wall_time_per_customer_us
random_insertion,g03_i52_c500_d5_m15_adversarial,adversarial,1,1,1,1.0,research_group_03,5,500,15,True,10776.609221003946,10776.609221003946,10776.609221003946,0.0,0.0,0.0,2.214,2.214,2.214,1.214,1.214,1.214,0.001107,1.107,1.107,1.107,2.214
cheapest_insertion,g03h_i01_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,16778.87154709395,16778.87154709395,16778.87154709395,0.2649693496855486,0.2649693496855486,0.2649693496855486,18.69047619047619,18.69047619047619,18.69047619047619,17.69047619047619,17.69047619047619,17.69047619047619,0.01099,10.99,10.99,10.99,21.98
cheapest_insertion_2opt,g03h_i01_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,16554.98668947185,16554.98668947185,16554.98668947185,0.24809053385125496,0.24809053385125496,0.24809053385125496,19.63095238095238,19.63095238095238,19.63095238095238,18.63095238095238,18.63095238095238,18.63095238095238,0.011543,11.543,11.543,11.543,23.086
cheapest_insertion_tabu,g03h_i01_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,16280.797407596467,16280.797407596467,16280.797407596467,0.2274192368208701,0.2274192368208701,0.2274192368208701,19.79421768707483,19.79421768707483,19.79421768707483,18.79421768707483,18.79421768707483,18.79421768707483,0.011639,11.639,11.639,11.639,23.278
cheapest_insertion_vnd,g03h_i01_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,15091.359035924317,15091.359035924317,15091.359035924317,0.1377467532285066,0.1377467532285066,0.1377467532285066,12735.022108843537,12735.022108843537,12735.022108843537,12734.022108843537,12734.022108843537,12734.022108843537,7.488193,7488.193,7488.193,7488.193,14976.386
nearest_neighbour,g03h_i01_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,18327.177825934537,18327.177825934537,18327.177825934537,0.38169710346576313,0.38169710346576313,0.38169710346576313,1.0,1.0,1.0,0.0,0.0,0.0,0.000588,0.588,0.588,0.588,1.176
nearest_neighbour_2opt,g03h_i01_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,18022.196312366817,18022.196312366817,18022.196312366817,0.3587043613256821,0.3587043613256821,0.3587043613256821,1.5255102040816326,1.5255102040816326,1.5255102040816326,0.5255102040816326,0.5255102040816326,0.5255102040816326,0.000897,0.897,0.897,0.897,1.794
nearest_neighbour_2opt_v2,g03h_i01_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,17347.656848679482,17347.656848679482,17347.656848679482,0.3078504201459732,0.3078504201459732,0.3078504201459732,1.5272108843537415,1.5272108843537415,1.5272108843537415,0.5272108843537415,0.5272108843537415,0.5272108843537415,0.000898,0.898,0.898,0.898,1.796
random_insertion,g03h_i01_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,13264.251462902965,13264.251462902965,13264.251462902965,0.0,0.0,0.0,1.7142857142857142,1.7142857142857142,1.7142857142857142,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.001008,1.008,1.008,1.008,2.016
cheapest_insertion,g03h_i02_c500_d3_m6_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,6,True,20751.923053418497,20751.923053418497,20751.923053418497,0.5276072374551231,0.5276072374551231,0.5276072374551231,4.352201257861635,4.352201257861635,4.352201257861635,3.352201257861635,3.352201257861635,3.352201257861635,0.002076,2.076,2.076,2.076,4.152
cheapest_insertion_2opt,g03h_i02_c500_d3_m6_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,6,True,20427.811769483862,20427.811769483862,20427.811769483862,0.5037484971444096,0.5037484971444096,0.5037484971444096,5.081761006289308,5.081761006289308,5.081761006289308,4.081761006289308,4.081761006289308,4.081761006289308,0.002424,2.424,2.424,2.424,4.848
cheapest_insertion_tabu,g03h_i02_c500_d3_m6_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,6,True,20028.523810328956,20028.523810328956,20028.523810328956,0.4743557910003281,0.4743557910003281,0.4743557910003281,5.509433962264151,5.509433962264151,5.509433962264151,4.509433962264151,4.509433962264151,4.509433962264151,0.002628,2.628,2.628,2.628,5.256
cheapest_insertion_vnd,g03h_i02_c500_d3_m6_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,6,True,18291.14087446557,18291.14087446557,18291.14087446557,0.34646216204728836,0.34646216204728836,0.34646216204728836,17106.389937106916,17106.389937106916,17106.389937106916,17105.389937106916,17105.389937106916,17105.389937106916,8.159748,8159.748,8159.748,8159.748,16319.496
nearest_neighbour,g03h_i02_c500_d3_m6_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,6,True,21884.533550494143,21884.533550494143,21884.533550494143,0.6109818716081437,0.6109818716081437,0.6109818716081437,1.0,1.0,1.0,0.0,0.0,0.0,0.000477,0.477,0.477,0.477,0.954
nearest_neighbour_2opt,g03h_i02_c500_d3_m6_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,6,True,21001.35917333059,21001.35917333059,21001.35917333059,0.5459689295778042,0.5459689295778042,0.5459689295778042,1.5870020964360587,1.5870020964360587,1.5870020964360587,0.5870020964360587,0.5870020964360587,0.5870020964360587,0.000757,0.757,0.757,0.757,1.514
nearest_neighbour_2opt_v2,g03h_i02_c500_d3_m6_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,6,True,20207.86877324148,20207.86877324148,20207.86877324148,0.48755787654396937,0.48755787654396937,0.48755787654396937,1.9140461215932913,1.9140461215932913,1.9140461215932913,0.9140461215932913,0.9140461215932913,0.9140461215932913,0.0009130000000000001,0.913,0.913,0.913,1.826
random_insertion,g03h_i02_c500_d3_m6_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,6,True,13584.593306843462,13584.593306843462,13584.593306843462,0.0,0.0,0.0,1.9727463312368974,1.9727463312368974,1.9727463312368974,0.9727463312368972,0.9727463312368972,0.9727463312368972,0.000941,0.941,0.941,0.941,1.882
cheapest_insertion,g03h_i03_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,19944.974007512494,19944.974007512494,19944.974007512494,0.5077539577961462,0.5077539577961462,0.5077539577961462,7.2804123711340205,7.2804123711340205,7.2804123711340205,6.2804123711340205,6.2804123711340205,6.2804123711340205,0.0035310000000000003,3.531,3.531,3.531,7.062
cheapest_insertion_2opt,g03h_i03_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,19794.935402695544,19794.935402695544,19794.935402695544,0.49641168679846226,0.49641168679846226,0.49641168679846226,7.637113402061856,7.637113402061856,7.637113402061856,6.637113402061856,6.637113402061856,6.637113402061856,0.0037040000000000003,3.704,3.704,3.704,7.408
cheapest_insertion_tabu,g03h_i03_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,19419.732871436056,19419.732871436056,19419.732871436056,0.4680479947089893,0.4680479947089893,0.4680479947089893,8.309278350515465,8.309278350515465,8.309278350515465,7.309278350515464,7.309278350515464,7.309278350515464,0.004030000000000001,4.03,4.03,4.03,8.06
cheapest_insertion_vnd,g03h_i03_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,17780.77065389165,17780.77065389165,17780.77065389165,0.3441495243850802,0.3441495243850802,0.3441495243850802,15492.38762886598,15492.38762886598,15492.38762886598,15491.38762886598,15491.38762886598,15491.38762886598,7.513808,7513.808,7513.808,7513.808,15027.616
nearest_neighbour,g03h_i03_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,21989.053058698042,21989.053058698042,21989.053058698042,0.6622775123674554,0.6622775123674554,0.6622775123674554,1.0,1.0,1.0,0.0,0.0,0.0,0.00048499999999999997,0.485,0.485,0.485,0.97
nearest_neighbour_2opt,g03h_i03_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,21603.840421034594,21603.840421034594,21603.840421034594,0.6331570994347843,0.6331570994347843,0.6331570994347843,1.6061855670103093,1.6061855670103093,1.6061855670103093,0.6061855670103092,0.6061855670103092,0.6061855670103092,0.0007790000000000001,0.779,0.779,0.779,1.558
nearest_neighbour_2opt_v2,g03h_i03_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,20774.639218793098,20774.639218793098,20774.639218793098,0.570473067155874,0.570473067155874,0.570473067155874,1.7917525773195877,1.7917525773195877,1.7917525773195877,0.7917525773195876,0.7917525773195876,0.7917525773195876,0.000869,0.869,0.869,0.869,1.738
random_insertion,g03h_i03_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,13228.268381842396,13228.268381842396,13228.268381842396,0.0,0.0,0.0,1.9505154639175257,1.9505154639175257,1.9505154639175257,0.9505154639175257,0.9505154639175257,0.9505154639175257,0.0009459999999999999,0.946,0.946,0.946,1.892
cheapest_insertion,g03h_i04_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,16477.678102758375,16477.678102758375,16477.678102758375,0.2989498315966436,0.2989498315966436,0.2989498315966436,9.794520547945206,9.794520547945206,9.794520547945206,8.794520547945206,8.794520547945206,8.794520547945206,0.005005,5.005,5.005,5.005,10.01
cheapest_insertion_2opt,g03h_i04_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,16319.511819844076,16319.511819844076,16319.511819844076,0.28648144465070596,0.28648144465070596,0.28648144465070596,10.436399217221135,10.436399217221135,10.436399217221135,9.436399217221135,9.436399217221135,9.436399217221135,0.005333,5.333,5.333,5.333,10.666
cheapest_insertion_tabu,g03h_i04_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,16140.123458817474,16140.123458817474,16140.123458817474,0.2723401026550218,0.2723401026550218,0.2723401026550218,11.747553816046967,11.747553816046967,11.747553816046967,10.747553816046967,10.747553816046967,10.747553816046967,0.0060030000000000005,6.003,6.003,6.003,12.006
cheapest_insertion_vnd,g03h_i04_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,15055.55767929445,15055.55767929445,15055.55767929445,0.1868428300489329,0.1868428300489329,0.1868428300489329,15458.131115459882,15458.131115459882,15458.131115459882,15457.131115459882,15457.131115459882,15457.131115459882,7.899105,7899.105,7899.105,7899.105,15798.21
nearest_neighbour,g03h_i04_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,17816.800930601283,17816.800930601283,17816.800930601283,0.4045140598129104,0.4045140598129104,0.4045140598129104,1.0,1.0,1.0,0.0,0.0,0.0,0.0005110000000000001,0.511,0.511,0.511,1.022
nearest_neighbour_2opt,g03h_i04_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,17162.7668430744,17162.7668430744,17162.7668430744,0.3529559784768458,0.3529559784768458,0.3529559784768458,1.5166340508806262,1.5166340508806262,1.5166340508806262,0.5166340508806262,0.5166340508806262,0.5166340508806262,0.000775,0.775,0.775,0.775,1.55
nearest_neighbour_2opt_v2,g03h_i04_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,16614.73921762302,16614.73921762302,16614.73921762302,0.30975447961571595,0.30975447961571595,0.30975447961571595,1.761252446183953,1.761252446183953,1.761252446183953,0.761252446183953,0.761252446183953,0.761252446183953,0.0009,0.9,0.9,0.9,1.8
random_insertion,g03h_i04_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,12685.384532907123,12685.384532907123,12685.384532907123,0.0,0.0,0.0,1.8943248532289627,1.8943248532289627,1.8943248532289627,0.8943248532289628,0.8943248532289628,0.8943248532289628,0.000968,0.968,0.968,0.968,1.936
cheapest_insertion,g03h_i05_c500_d3_m6_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,6,True,18084.133006265623,18084.133006265623,18084.133006265623,0.5263697399777232,0.5263697399777232,0.5263697399777232,4.275268817204301,4.275268817204301,4.275268817204301,3.275268817204301,3.275268817204301,3.275268817204301,0.001988,1.988,1.988,1.988,3.976
cheapest_insertion_2opt,g03h_i05_c500_d3_m6_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,6,True,17706.674088605192,17706.674088605192,17706.674088605192,0.49451076892271,0.49451076892271,0.49451076892271,4.812903225806451,4.812903225806451,4.812903225806451,3.8129032258064517,3.8129032258064517,3.8129032258064517,0.002238,2.238,2.238,2.238,4.476
cheapest_insertion_tabu,g03h_i05_c500_d3_m6_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,6,True,17617.863122560506,17617.863122560506,17617.863122560506,0.4870147849514667,0.4870147849514667,0.4870147849514667,5.2924731182795695,5.2924731182795695,5.2924731182795695,4.2924731182795695,4.2924731182795695,4.2924731182795695,0.0024609999999999996,2.461,2.461,2.461,4.922
cheapest_insertion_vnd,g03h_i05_c500_d3_m6_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,6,True,15923.851893247322,15923.851893247322,15923.851893247322,0.34403378173111643,0.34403378173111643,0.34403378173111643,17425.28387096774,17425.28387096774,17425.28387096774,17424.28387096774,17424.28387096774,17424.28387096774,8.102757,8102.757,8102.757,8102.757,16205.514
nearest_neighbour,g03h_i05_c500_d3_m6_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,6,True,19699.179353796382,19699.179353796382,19699.179353796382,0.6626858062596064,0.6626858062596064,0.6626858062596064,1.0,1.0,1.0,0.0,0.0,0.0,0.000465,0.465,0.465,0.465,0.93
nearest_neighbour_2opt,g03h_i05_c500_d3_m6_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,6,True,18885.456182662972,18885.456182662972,18885.456182662972,0.5940044697141154,0.5940044697141154,0.5940044697141154,1.5956989247311828,1.5956989247311828,1.5956989247311828,0.5956989247311828,0.5956989247311828,0.5956989247311828,0.000742,0.742,0.742,0.742,1.484
nearest_neighbour_2opt_v2,g03h_i05_c500_d3_m6_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,6,True,18261.85489749209,18261.85489749209,18261.85489749209,0.5413701448523004,0.5413701448523004,0.5413701448523004,1.8258064516129033,1.8258064516129033,1.8258064516129033,0.8258064516129032,0.8258064516129032,0.8258064516129032,0.0008489999999999999,0.849,0.849,0.849,1.698
random_insertion,g03h_i05_c500_d3_m6_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,6,True,11847.806290060202,11847.806290060202,11847.806290060202,0.0,0.0,0.0,2.0086021505376346,2.0086021505376346,2.0086021505376346,1.0086021505376344,1.0086021505376344,1.0086021505376344,0.000934,0.934,0.934,0.934,1.868
cheapest_insertion,g03h_i06_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,21532.80104324795,21532.80104324795,21532.80104324795,0.4988156074037066,0.4988156074037066,0.4988156074037066,5.941422594142259,5.941422594142259,5.941422594142259,4.941422594142259,4.941422594142259,4.941422594142259,0.0028399999999999996,2.84,2.84,2.84,5.68
cheapest_insertion_2opt,g03h_i06_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,21360.949095978754,21360.949095978754,21360.949095978754,0.4868536531641045,0.4868536531641045,0.4868536531641045,6.397489539748954,6.397489539748954,6.397489539748954,5.397489539748954,5.397489539748954,5.397489539748954,0.003058,3.058,3.058,3.058,6.116
cheapest_insertion_tabu,g03h_i06_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,20857.229686328777,20857.229686328777,20857.229686328777,0.45179167904289247,0.45179167904289247,0.45179167904289247,6.899581589958159,6.899581589958159,6.899581589958159,5.899581589958159,5.899581589958159,5.899581589958159,0.003298,3.298,3.298,3.298,6.596
cheapest_insertion_vnd,g03h_i06_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,18831.878506998488,18831.878506998488,18831.878506998488,0.3108147596000026,0.3108147596000026,0.3108147596000026,15564.428870292886,15564.428870292886,15564.428870292886,15563.428870292886,15563.428870292886,15563.428870292886,7.4397969999999995,7439.797,7439.797,7439.797,14879.594
nearest_neighbour,g03h_i06_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,23815.73716519465,23815.73716519465,23815.73716519465,0.6577220257283374,0.6577220257283374,0.6577220257283374,1.0,1.0,1.0,0.0,0.0,0.0,0.00047799999999999996,0.478,0.478,0.478,0.956
nearest_neighbour_2opt,g03h_i06_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,23429.185140658374,23429.185140658374,23429.185140658374,0.6308156234314498,0.6308156234314498,0.6308156234314498,1.5815899581589958,1.5815899581589958,1.5815899581589958,0.5815899581589958,0.5815899581589958,0.5815899581589958,0.000756,0.756,0.756,0.756,1.512
nearest_neighbour_2opt_v2,g03h_i06_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,22860.553246202817,22860.553246202817,22860.553246202817,0.5912353404684595,0.5912353404684595,0.5912353404684595,1.7259414225941423,1.7259414225941423,1.7259414225941423,0.7259414225941423,0.7259414225941423,0.7259414225941423,0.000825,0.825,0.825,0.825,1.65
random_insertion,g03h_i06_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,14366.544448084387,14366.544448084387,14366.544448084387,0.0,0.0,0.0,2.0334728033472804,2.0334728033472804,2.0334728033472804,1.0334728033472804,1.0334728033472804,1.0334728033472804,0.000972,0.972,0.972,0.972,1.944
cheapest_insertion,g03h_i07_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,17010.421225079255,17010.421225079255,17010.421225079255,0.3707262786024281,0.3707262786024281,0.3707262786024281,6.558091286307054,6.558091286307054,6.558091286307054,5.558091286307054,5.558091286307054,5.558091286307054,0.003161,3.161,3.161,3.161,6.322
cheapest_insertion_2opt,g03h_i07_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,16808.32760350378,16808.32760350378,16808.32760350378,0.35444125930948905,0.35444125930948905,0.35444125930948905,7.369294605809128,7.369294605809128,7.369294605809128,6.369294605809128,6.369294605809128,6.369294605809128,0.003552,3.552,3.552,3.552,7.104
cheapest_insertion_tabu,g03h_i07_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,16536.822227611097,16536.822227611097,16536.822227611097,0.3325629325712164,0.3325629325712164,0.3325629325712164,7.533195020746888,7.533195020746888,7.533195020746888,6.533195020746888,6.533195020746888,6.533195020746888,0.0036309999999999997,3.631,3.631,3.631,7.262
cheapest_insertion_vnd,g03h_i07_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,15396.416448336407,15396.416448336407,15396.416448336407,0.24066725584234014,0.24066725584234014,0.24066725584234014,16033.495850622407,16033.495850622407,16033.495850622407,16032.495850622407,16032.495850622407,16032.495850622407,7.7281450000000005,7728.145,7728.145,7728.145,15456.29
nearest_neighbour,g03h_i07_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,18638.227074211987,18638.227074211987,18638.227074211987,0.501897413305389,0.501897413305389,0.501897413305389,1.0,1.0,1.0,0.0,0.0,0.0,0.000482,0.482,0.482,0.482,0.964
nearest_neighbour_2opt,g03h_i07_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,17972.433141893045,17972.433141893045,17972.433141893045,0.44824669959948144,0.44824669959948144,0.44824669959948144,1.5975103734439835,1.5975103734439835,1.5975103734439835,0.5975103734439834,0.5975103734439834,0.5975103734439834,0.0007700000000000001,0.77,0.77,0.77,1.54
nearest_neighbour_2opt_v2,g03h_i07_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,17416.18664241127,17416.18664241127,17416.18664241127,0.4034234889257711,0.4034234889257711,0.4034234889257711,2.404564315352697,2.404564315352697,2.404564315352697,1.404564315352697,1.404564315352697,1.404564315352697,0.001159,1.159,1.159,1.159,2.318
random_insertion,g03h_i07_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,12409.78705276069,12409.78705276069,12409.78705276069,0.0,0.0,0.0,1.933609958506224,1.933609958506224,1.933609958506224,0.9336099585062241,0.9336099585062241,0.9336099585062241,0.0009320000000000001,0.932,0.932,0.932,1.864
cheapest_insertion,g03h_i08_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,11065.107609319752,11065.107609319752,11065.107609319752,0.5304652540880587,0.5304652540880587,0.5304652540880587,5.609071274298056,5.609071274298056,5.609071274298056,4.609071274298056,4.609071274298056,4.609071274298056,0.002597,2.597,2.597,2.597,5.194
cheapest_insertion_2opt,g03h_i08_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,10859.243065722312,10859.243065722312,10859.243065722312,0.5019911947161275,0.5019911947161275,0.5019911947161275,6.758099352051836,6.758099352051836,6.758099352051836,5.758099352051836,5.758099352051836,5.758099352051836,0.003129,3.129,3.129,3.129,6.258
cheapest_insertion_tabu,g03h_i08_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,10550.83302954063,10550.83302954063,10550.83302954063,0.4593336028468404,0.4593336028468404,0.4593336028468404,6.954643628509719,6.954643628509719,6.954643628509719,5.954643628509719,5.954643628509719,5.954643628509719,0.00322,3.22,3.22,3.22,6.44
cheapest_insertion_vnd,g03h_i08_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,9957.38387660775,9957.38387660775,9957.38387660775,0.3772509570471037,0.3772509570471037,0.3772509570471037,16158.591792656587,16158.591792656587,16158.591792656587,16157.591792656587,16157.591792656587,16157.591792656587,7.481428,7481.428,7481.428,7481.428,14962.856
nearest_neighbour,g03h_i08_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,11479.286055499026,11479.286055499026,11479.286055499026,0.587752154789834,0.587752154789834,0.587752154789834,1.0,1.0,1.0,0.0,0.0,0.0,0.00046300000000000003,0.463,0.463,0.463,0.926
nearest_neighbour_2opt,g03h_i08_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,11204.863103396381,11204.863103396381,11204.863103396381,0.5497954707749744,0.5497954707749744,0.5497954707749744,1.6090712742980562,1.6090712742980562,1.6090712742980562,0.6090712742980562,0.6090712742980562,0.6090712742980562,0.000745,0.745,0.745,0.745,1.49
nearest_neighbour_2opt_v2,g03h_i08_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,10928.42909477617,10928.42909477617,10928.42909477617,0.5115606284056897,0.5115606284056897,0.5115606284056897,1.7710583153347732,1.7710583153347732,1.7710583153347732,0.7710583153347732,0.7710583153347732,0.7710583153347732,0.00082,0.82,0.82,0.82,1.64
random_insertion,g03h_i08_c500_d2_m4_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,2,500,4,True,7229.897954078673,7229.897954078673,7229.897954078673,0.0,0.0,0.0,2.3542116630669545,2.3542116630669545,2.3542116630669545,1.3542116630669547,1.3542116630669547,1.3542116630669547,0.00109,1.09,1.09,1.09,2.18
cheapest_insertion,g03h_i09_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,10651.588909735292,10651.588909735292,10651.588909735292,0.40940328094048756,0.40940328094048756,0.40940328094048756,4.396728016359918,4.396728016359918,4.396728016359918,3.3967280163599183,3.3967280163599183,3.3967280163599183,0.00215,2.15,2.15,2.15,4.3
cheapest_insertion_2opt,g03h_i09_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,10500.878673333871,10500.878673333871,10500.878673333871,0.38946151418103814,0.38946151418103814,0.38946151418103814,4.7586912065439675,4.7586912065439675,4.7586912065439675,3.7586912065439675,3.7586912065439675,3.7586912065439675,0.002327,2.327,2.327,2.327,4.654
cheapest_insertion_tabu,g03h_i09_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,10357.293903346163,10357.293903346163,10357.293903346163,0.37046257912743297,0.37046257912743297,0.37046257912743297,6.012269938650307,6.012269938650307,6.012269938650307,5.012269938650307,5.012269938650307,5.012269938650307,0.00294,2.94,2.94,2.94,5.88
cheapest_insertion_vnd,g03h_i09_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,9422.992858796175,9422.992858796175,9422.992858796175,0.24683717744005207,0.24683717744005207,0.24683717744005207,16145.922290388547,16145.922290388547,16145.922290388547,16144.922290388547,16144.922290388547,16144.922290388547,7.895356,7895.356,7895.356,7895.356,15790.712
nearest_neighbour,g03h_i09_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,11437.271210314166,11437.271210314166,11437.271210314166,0.5133636592086209,0.5133636592086209,0.5133636592086209,1.0,1.0,1.0,0.0,0.0,0.0,0.000489,0.489,0.489,0.489,0.978
nearest_neighbour_2opt,g03h_i09_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,10898.407841012064,10898.407841012064,10898.407841012064,0.4420620151901509,0.4420620151901509,0.4420620151901509,2.214723926380368,2.214723926380368,2.214723926380368,1.2147239263803682,1.2147239263803682,1.2147239263803682,0.001083,1.083,1.083,1.083,2.166
nearest_neighbour_2opt_v2,g03h_i09_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,10666.073410816527,10666.073410816527,10666.073410816527,0.4113198497753982,0.4113198497753982,0.4113198497753982,1.7586912065439673,1.7586912065439673,1.7586912065439673,0.7586912065439673,0.7586912065439673,0.7586912065439673,0.00086,0.86,0.86,0.86,1.72
random_insertion,g03h_i09_c500_d3_m5_hard_adversarial,adversarial,1,1,1,1.0,research_group_03_hard,3,500,5,True,7557.516754627917,7557.516754627917,7557.516754627917,0.0,0.0,0.0,1.9202453987730062,1.9202453987730062,1.9202453987730062,0.9202453987730062,0.9202453987730062,0.9202453987730062,0.000939,0.939,0.939,0.939,1.878
